masked,original
니군깡으로 부대에서 수술을 받았냐..,근데 니 친군 무슨깡으로 부대에서 수술을 받았냐..
지하철역 몰카 봤냐?,이번 지하철역 몰카사건 봤냐?
"아니 얼굴 생긴 건 문제가, 많으니까","아니 얼굴 생긴 건 문제가 아닌데, 사람들이 많으니까."
"남의 눈 의식 안하는 건 좋은데, 내가 찍힐 괜히러들.","남의 눈 의식 안하는 건 좋은데, 내가 찍힐까봐 괜히 움츠러들더라."
니네 동기며?로 뭐 줄 거냐?,니네 동기 수능 본다며? 선물로 뭐 줄 거냐?
저 팀 멤버 왕따,저 팀 멤버 왕따 논란도 있잖아
징역 50년 처벌게 만드는 후보 뽑을거임.,최소 징역 50년 이상 처벌 할수있게 만드는 후보 뽑을거임.
##에도하니?,명절에도 그게 가능하니?
##했나 봐,나 체했나 봐.
남미 애들 몸매가 다 것,남미 애들 몸매가 다 좋은 것 같다
액체괴물로는를 할거야,액체괴물로 재밌는 놀이를 할거야!
,아니 모르겠는데?
##으시는디자이너?,찾으시는 헤어디자이너 계세요?
위안부됐으면,위안부 문제가 빨리 해결됐으면
요즘도 따라가는 고학번 아재 있냐 코로나 시,요즘도 MT 따라가는 고학번 아재 있냐 코로나 시댄데
항상 양보받아야 하고 대접 받아야 사람 거르,항상 양보받아야 하고 대접 받아야 한다는 사람 거르시고
,그런사람들 많아요
[UNK] 가 사기거고 사람들야,[UNK]가 사기 친거고 그 사람들 피해자야
##는 거지 정신차려라,뿌린대로 거두는 거지 정신차려라
##도 못하는,캡쳐도 못하는 사람 많네
요즘 여자들은 왜가 이렇게 크냐,요즘 여자들은 왜 키가 이렇게 크냐?
아니 너가 하도시켜달래서 구한 초를 치냐?,아니 너가 하도 소개시켜달래서 겨우 구한건데 초를 치냐?
마마보이인건,마마보이인건 몰랐네 미안.
아 남자날란다,아 진짜 남자 안만날란다.
##치네,또 거짓말치네.
우리 조원캐 없지?,우리 조원 애들은 왜캐 말이 없지?
##해서 그렇겟지,아직 애들 어색해서 그렇겟지
"아, 이이 베고 자기 딱 좋음.","아, 이 책이 두꺼워서 베고 자기 딱 좋음."
그때 니가 이상하다고 했던 있잖아 그거 살는데절임,그때 니가 이상하다고 했던 신발 있잖아 그거 살랬는데 품절임
##댔는데 니가 이상하다고 안샀잖아ㅡㅡ 그때 샀으면 살 수 있었을텐데 흥,내가 산댔는데 니가 이상하다고 해서 안샀잖아ㅡㅡ 그때 샀으면 살 수 있었을텐데 흥
##친 내가 설마 진짜 니 탓하겠음.?,장난친건데 내가 설마 진짜 니 탓하겠음..?
한국인들은 나라 사람보다 씻 같아,한국인들은 다른 나라 사람보다 잘 씻는거 같아
이잼 뚜껑 좀래?,이 포도잼 뚜껑 좀 열어볼래?
##이 나서 그런거다,손에 땀이 나서 그런거다
##줫 묵는다고하노,국수줫놓고 묵는다고 머라하노
##데가서 막 해야 되는거 아니요,오데가서 막노동이라도 해야 되는거 아니요
너희 부모님 말하니,너희 부모님한테도 그렇게 말하니?
##들 시간없다는 건 핑계같아 틈틈히할 시간 충분히 나올텐데.,애기 엄마들 시간없다는 건 핑계같아 틈틈히 운동할 시간 충분히 나올텐데.
흠 내가보쥐라서 가늠이 안되긴 해..,흠 내가 겪어보쥐 않은 세계라서 가늠이 안되긴 해..
그냥 entp들은 다 저런 성격이라 그렇게건데..,그냥 내가 아는 entp들은 다 저런 성격이라 그렇게 말한건데..
##지 한정 수 는 없는듯,사람마다 다른거지 한정 지울 수 는 없는듯
##하라고 거 아니냐?,공부하라고 하는 거 아니냐?
야 하면 있겠다,야 너 조금만 하면 가능성 있겠다
,한번 보여줘봐
마실 여자 애들도 부를까?,낼 술 마실 때 여자 애들도 부를까?
조선 자살율 1위 가장 많이 죽는 사람이 20대 여성이,조선 자살율 1위인데 가장 많이 죽는 사람이 20대 여성이래.
그딴 거 죽이는 식당이나 검색해서 예약해라,그딴 거 하지말고 야경 죽이는 프라이빗 식당이나 검색해서 예약해라
##랑?,사진이랑 달라?
,죄송합니다.
지네 나라 테러로 국민 조금한것도 결국 돈고,지네 나라 테러로 국민 조금 죽었다고 전쟁한것도 결국 돈때문이고
"전문직 여성들은 그래도, 전문직, 공무원 상대 정도랑은할 수 있을 거 왜 오히려 결혼을 못하는거야","전문직 여성들은 그래도 대기업, 전문직, 공무원 상대 정도랑은 결혼할 수 있을 거 같은데 왜 오히려 결혼을 못하는거야"
살아온 만큼 눈도 그런거,열심히 살아온 만큼 눈도 높아서 그런거 같은데
##랑?,너 쟤랑 친해?
못들어오게 심하고을 좀 해줬으면.,못들어오게하는건 심하고 단속을 좀 해줬으면..
빨리 이번 후갓으면 좋것다,빨리 이번 학년 후딱 지나갓으면 좋것다
그남이 죽인 거라,그 여자 내연남이 죽인 거라든데
코로나 확진자가장에 축가도대,코로나 확진자가 결혼식장에 가서 축가도 불렀대
서울 코로나,서울 코로나 엄청 심하네
그래서 백신 거돼,그래서 나도 백신 맞은 거 후회돼
업무를 담배 피우는 사람들끼리해서 진행시켜,업무를 왜 담배 피우는 사람들끼리 정리해서 진행시켜?
비흡연자 남성은 나가서 끼워질 수라도 있지 나는 같은 흡연자 같이 못다고.,비흡연자 남성은 같이 나가서 끼워질 수라도 있지 나는 같은 흡연자인데도 같이 못 낀다고.
돈 사람들이 좀 하는거 아니야?,돈 많은 사람들이 기부 좀 해야 하는거 아니야?
여자가??,어떤 여자가 좋냐??
,[UNK] 알아?
그니까 ~하는 방송이 갠데 빚이 있냐ㅋㅋ,그니까~ 출연하는 방송이 몇 갠데 왜 빚이 있냐ㅋㅋ
##쯩나게 마라,짜쯩나게 하지 마라
그게 다적스지 이번에 한 번 할 때 됐다,그게 다 전략적 스탠스지 이번에 대통령 한 번 할 때 됐다
서민갑부,서민갑부라고 아냐?
쟤 장애인이라서 나라에서 돈던 것 같아.,쟤 장애인이라서 나라에서 주는 돈 받는다고 들었던 것 같아.
##되라고 하는 말씀이겠지,그래도 뭐 도움되라고 하는 말씀이겠지
아토피 엄청 흔해서 너도 생길 막말,아토피 엄청 흔해서 너도 생길 수도 있는데 막말하지마라
##들도 쟤는 오빠빨로 됐다고 인식하는 듯 ….,그니까 다른 멤버들도 쟤는 오빠빨로 됐다고 인식하는 듯….
##같으면 읽고 싶겠냐 다 쟤보고 탈퇴 글이나 올라오,너같으면 읽고 싶겠냐 다 쟤보고 탈퇴하라는 글이나 올라오는데
나도 같은 인간이지만 인간이 가장 죄악이다.,나도 같은 인간이지만 인간이 가장 큰 죄악이다..ㅠㅠ
여자들 그것...,아 여자들 그것 좀 안했으면...
그니까 다들 [UNK] 갈아,그니까 다들 [UNK]로 갈아 탔지
너는 사회 좀,그러는 너는 사회 생활 좀 배워
,알았어 미안해.
##에 진상,가게에 진상 많나?
,니도 고생이 많네
##다고 다 게,노력한다고 다 되는 게 아니야
4년에 한 번의인데 즐겨야지,4년에 한 번 있는 세계인의 축제인데 즐겨야지
저렇게 아껴서 성형도 하고 명품백 사치,저렇게 아끼고 아껴서 성형도 하고 명품백 사치를 하는구나
? 먹다가 싸우기라도 한거야?,헐? 술 먹다가 싸우기라도 한거야? 어떡해
다른 다 끝내 일을 너만 못하는거냐고?,왜 다른 사람들이 다 끝내 놓은 일을 너만 못하는거냐고?
,다섯배는 너무하네
영국 가서 잘 거 대단하다,손흥민 영국 가서 적응 잘 한 거 대단하다
,진짜? 몰랐네
##보다 좀 더진,예전보다 좀 더 편해진듯
?라도 왔니?,뭐? 영화라도 보고 왔니?
그런 사람들은 잘 게 문제임,그런 사람들은 티가 잘 안 나는 게 문제임
세상 물정에 어두워서 잘 모르나 본데 나르시시스트는 그냥 게,세상 물정에 어두워서 잘 모르나 본데 나르시시스트는 그냥 자기를 좋아하는 게 아니다
[UNK] 오징어 간다고거어? ㅋㅋㅋㅋㅋ 귀여오 ㅋㅋㅋㅋ,[UNK] 오징어 게임 간다고 올린거 봤어?ㅋㅋㅋㅋㅋ 귀여오 ㅋㅋㅋㅋ
아 저 물건,아 저 물건 탐나네.
추 고구마가 자꾸싶다,날이 추우니까 고구마가 자꾸 먹고싶다
##하면서 고구마가에는 딱이지,달달하면서 부드러운 고구마가 겨울에는 딱이지
##생겼으니 애낳고 살겟지,잘생겼으니 결혼하고 애낳고 살겟지
##생ㅋ,나도 잘생김ㅋ
"애들이 뭘 안다고 놀이를 해, 억지야.","애들이 뭘 안다고 그런 놀이를 해, 그건 너무 억지야."
"야, 범죄자 페미를 동일선상에 놓는 좀 않아?","야, 범죄자랑 페미를 동일선상에 놓는 건 좀 아니지 않아?"
저렇게 말랐는데 어떻게함 그냥 골격이아님?,저렇게 말랐는데 어떻게 탄탄함 그냥 골격이 타고난거아님?
##J랑 어떤 기분일까?,BJ랑 사귀면 어떤 기분일까?
##라도 생존신고 고마워,오빠 이렇게라도 생존신고해서 고마워
"그니까,들은연자 생각 안나나?","그니까, 흡연자들은 비흡연자 생각 안나나?"
##지 않아? ㅋㅋㅋ,그건 좀 심하지 않아? ㅋㅋㅋ
학생부 빌미로 학생들련들은 그렇게 되는 게 맞지,학생부 빌미로 학생들 조련하는 선생님들은 그렇게 되는 게 맞지
##도죠,홍보도 엄연한 일이죠
누군데,그 사람이 누군데
그 남잔데 맨날 집에서 추 있잖아,그 남잔데 맨날 집에서 춤 추는 사람 있잖아
어제 지하철 기관 지 딸 당해서 죽은거 기내 방송한 뉴스 봤냐?,어제 지하철 기관사가 지 딸 데이트 폭력 당해서 죽은거 기내 방송한 뉴스 봤냐?
딱 저런 들 때가 태어난 게 얼마나 큰 축복인지 알게 됐지,나도 딱 저런 생각 들 때가 있었는데 태어난 게 얼마나 큰 축복인지 알게 됐지
##살 아단....,나 24살 아단데....
##평 조작 넘,상품평 조작 넘 심한데
남의 나라까지 와서 열심히 알,남의 나라까지 와서 열심히 알하는데 왜그래
##무도한 아동 성범죄자를 계속고대,극악무도한 아동 성범죄자를 계속 못잡고 있대
안 꾸미는 여자들은 남자기 싫은,안 꾸미는 여자들은 남자 만나기 싫은 건가?
어우 우리집들 교육 안돼서 너무네,어우 우리집 강아지들 배변 교육 안돼서 너무 힘드네
생각은 없나,결혼할 생각은 없나?
,네 없는데요
지는 만한 줄,지는 봐줄 만한 줄 아나봐
##까 추석 기분도 안 나네,경기가 안 좋으니까 추석 기분도 안 나네
요즘 밖에 나가면 여자들 다서 제대로 호하더라,요즘 밖에 나가면 여자들 다 이뻐서 눈 제대로 호강하더라
가슴 없어....,나 가슴 진짜 없어....
##랑 같이 나눠보실 생각 없으세요?,혹시 저희랑 같이 이야기 나눠보실 생각 없으세요?
왜 너처럼 애가 그에 들어가지 못한 거야,왜 너처럼 능력있는 애가 그 직장에 들어가지 못한 거야?
,저 성인인데요
와 브라질에랑 바란남 남편이 죽이,와 브라질에 와이프랑 바란남 사람 남편이 죽이더라
돌아올때 확진되면시키세요.,돌아올때 확진되면 자비로 2주 격리시키세요.
참나 인생 비딱 사람 왜데냐 합법 적으로 백신 다 맞고 가는건데 뭔 헛소리신지,참나 인생 비딱한 사람 왜 이리 많데냐 합법 적으로 백신 다 맞고 가는건데 뭔 헛소리신지
저같다,저 연예인 여우같다
,에휴 말을 말자
,그러니까 말이야.
바깥 세상은 칼이 쌩쌩,바깥 세상은 칼바람이 쌩쌩한데 말이야
주 5일 도입할 사람들이 경제 망한다고 얼마나 난리쳤는지?,주 5일 처음 도입할 때도 사람들이 경제 망한다고 얼마나 난리쳤는지 알아?
왜 아주 주 하자 그러지,왜 아주 주 1일제 하자 그러지?
뭐?거?이라도 터진거야?,뭐? 어떤거? 연애 스캔들이라도 터진거야?
애들이면 끝나도 다른 회사 가서 방송하고 잘 먹고 살 거임,뜰 애들이면 계약 끝나도 다른 회사 가서 알아서 방송하고 잘 먹고 살 거임
ㅇㅈ 이 그룹 안 될 애들인 거 지금 회사 욕하는 거지 뭐 ㅋㅋ,ㅇㅈ 이 그룹 아니면 안 될 애들인 거 아니까 지금 회사 욕하는 거지 뭐 ㅋㅋㅋㅋ
지금 이으로 데뷔한 걸 감사하게 생각해야 되는 멤버가 더 듯 숟가락 얹어서 활동도 해,지금 이 그룹으로 데뷔한 걸 감사하게 생각해야 되는 멤버가 더 많은 듯 숟가락 얹어서 활동도 해 보고
##게도 흑인 친구가 없어,아쉽게도 나한테 흑인 친구가 없어.
나점 짜리 문제 하나어...... 내 인생 망했어...,나 1점 짜리 문제 하나 틀렸어... 어떡해... 내 인생 망했어...
뭐 하나 틀린 것 인생이 망해 ~ ~,야 뭐 하나 틀린 것 갖고 인생이 망해~~?
어렸을 때부터 미워하는 이유가에요,어렸을 때부터 저 미워하는 이유가 뭐에요?
##을 때부터 전하는 것만 배웠,어렸을 때부터 전 포기하는 것만 배웠어요
앞으로 생긴다면 그게 돈이든 사람이든 포기,앞으로 기회가 생긴다면 그게 돈이든 사람이든 저 포기 안합니다
아버지 살아남아서 저 사는지 똑바로,아버지 끝까지 살아남아서 저 어떻게 사는지 똑바로 보세요
##이 좁.,우리집이 좀 좁아.
좁은 게 아니라 지저분,좁은 게 아니라 너무 지저분하잖아.
##거군요... 넘 많이 낳았나봐요,너무 적은거군요... 아이를 넘 많이 낳았나봐요
[UNK] 정도이면 충분히 갈 아니야?,[UNK] 정도 영향력이면 충분히 갈 수 있는거 아니야?
섹 치는거 ; ;,섹드립 치는거 진짜 싫다;;
##생겨도 섹은,잘생겨도 섹드립은 싫어
너네는 중국인,너네는 중국인 어떻게 생각해?
서울 시장이사업에 비리에 열을 올리네?,요즘 서울 시장이 태양광사업에 비리에 대해 열을 올리네?
[UNK] 이는 올타임 레전드,[UNK] 이 대사는 올타임 레전드다
##으로 아웃 고고씽,점심으로 아웃백 고고씽?
"그정도는,서.","그정도는 아닌데, 부담스러워서."
##랑해도 될까?,이 사람이랑 결혼해도 될까?
남자랑 하지,한국 남자랑은 하지 마
##진 않았고?,손님이 또 시비걸진 않았고?
##하고하는건 일상이지 뭐,반말하고 하대하는건 일상이지 뭐
넌 인 왜 생겼냐,넌 인중이 왜 그렇게 생겼냐
멸치,저게 멸치라고?
너 주 돼,너 주량이 어떻게 돼?
##병,나 한병?
대학교 선배 덕 거지,대학교는 선배 덕 보러 가는 거지
여자라고곳는 있나요?,여자라고 다소곳 해야한다는 법이 있나요?
부장 따님이나하세요,부장님 따님이나 걱정하세요
##못해서 대학 졸업도 못하고던데,취직못해서 대학 졸업도 못하고 있다던데
,무슨 일인데?
내 여자친구는 순종도 잘 하고 심지어쁨.,내 여자친구는 순종적이고 살림도 잘 하고 심지어 예쁨.
##지 진짜 더 찌 큰일이다,그래야지 진짜 이제 더 찌면 큰일이다
