masked,original
닌 그럼이랑 마라은도 안 대겠네,닌 그럼 초밥이랑 마라탕은 입에도 안 대겠네
##시면서 이실직 하니 편하니?,혼자서 술마시면서 이실직고 하니 편하니?
##웠니?,내가 그렇게 미웠니?
너보다 날씬,너보다 날씬하거든
사회활동 하는 장애인들성음,사회활동 하는 장애인들 대부분은 인사성 밝음
양성 쪽으로 뛰어난 인물 같...,과학 인재 양성 쪽으로 뛰어난 인물 같았는데...
##된 페미니스트들을 싸잡아 매도하지,일부 변질된 페미니스트들을 싸잡아 매도하지 마세요
##럭지 같이보면임,기럭지랑 같이보면 미남임
그렇게 해도 계속 왕따이긴 했지만 그래도 심하게은 안 당하는 것만으로도 질이었어,그렇게 해도 계속 왕따이긴 했지만 그래도 심하게 괴롭힘은 안 당하는 것만으로도 삶의 질이 달라졌었어
##을때 소리 좀 먹을 수?,밥먹을때 소리 좀 안내고 먹을 수 없어?
뭘 모르네!게 ~,뭘 모르네! 맛있게 먹는거지~
##에 벌이는 게 당연하지 ~,꽃에 벌이 꼬이는 게 당연하지~
되고 막대,개인정보 유출 되고 막 그런대
##도 많이데 소리,연예인들도 많이 쓰던데 뭔 소리
나라 시키,나라 망신 제대로 시키네
요새는 틀 [UNK] 댄서들만 나오네,요새는 티비 틀기만 하면 [UNK] 댄서들만 나오네
능력도 거지,섭외할 능력도 없는 거지
##으면...려구,똑같으면 뭐... 어쩌려구
아 좀나?.리,아 좀 그랬나?.. 쏘리
,에휴 그래라~
##길래 30살에 팀장을줘?,어떤 회사길래 30살에 팀장을 달아줘?
##적 요소 때문에 좀되게 춰 그럴거야,재미적 요소 때문에 좀 과장되게 춰서 그럴거야
"백퍼 뒷지,를 일부러 찰 있냐.","백퍼 뒷 광고지, 시계를 일부러 찰 이유가 있냐."
. 승부조작대.,그러게. 승부조작도 했대.
[UNK] 마누라 안가고?,[UNK] 마누라 이사 안가고 기다렸다며?
[UNK] 은 [UNK] 입장에서는 완전 불륜,[UNK]은 [UNK] 입장에서는 완전 불륜 드라마 아니냐?
자기가 다른 여자랑해 버렸으니 빡칠 듯,자기 남자친구가 다른 여자랑 결혼해 버렸으니 빡칠 듯
##들 피피 너무 많아서 좀 그럼,요새 드라마들 피피엘 너무 많아서 좀 그럼
아니 이목구비도 별론데 얼굴만해봤어 ㅋㅋ,아니 이목구비도 별론데 그냥 얼굴형만 이야기해봤어 ㅋㅋ
얼굴 할 공부나 더 해라 ~,얼굴 평가 할 시간에 공부나 더 해라~
야도하냐?,야 이제 클럽도 영업하냐?
엄마도 삼풍백화점 생존자 한심,우리 엄마도 삼풍백화점 생존자 중 한분이심
섬세해본적이 없어서 잘 못하니 그런 함부로 하나보네?,본인이 섬세해본적이 없어서 잘 이해를 못하니 그런 말을 함부로 하나보네?
ㅋㅋ야 퍽하고 치하고 죽었,ㅋㅋ야 퍽하고 치니까 억하고 죽었대
돈주고를 뽑냐?,뭐하러 그 돈주고 경차를 뽑냐?
여자치고 ~ 하네 말은,여자치고 ~하네 라는 말은 삼가해주세요
야 저거 무슨 술집 여자,야 저거 하나 보고 무슨 술집 여자야
꼬여서 나락을을 뿐,이상하게 일들이 꼬여서 나락을 갔을 뿐
,아닌데요.
뒤질,배고파 뒤질 것 같아
##랄 때 먹으면 좀 좋아?,먹으랄 때 먹으면 좀 좋아?
##깐 배가 안으니까 그렇지,아깐 배가 안 고팠으니까 그렇지
[UNK]친 이제...,[UNK] 전여친 이제 어떡하냐...
##이 과거 안좋았던 일 다했던...,지인들이 과거 안좋았던 일 다 폭로했던데...
걔는 과거도 과거지만까지도 안 좋게 살았,걔는 과거도 과거지만 최근까지도 안 좋게 살았더라.
##고 나니까남자 없다 싶어서 복수하겠다음,헤어지고 나니까 이런남자 없다 싶어서 복수하겠다 그랬음
##씩하겠습니다,1인당 10원씩 기부하겠습니다
여러분가 없지 가오가 없지.,여러분 저희가 돈이 없지 가오가 없지 않습니다.
후배가 저렇게 중간에 서있으니들이스겠다,후배가 저렇게 중간에 서있으니 선배들이 당황스렀겠다
,응 충고 고맙다
사고 게 걸...,사고 싶은 게 많은 걸...ㅠㅠ
##제졌으면 좋겠다,징병제 없어졌으면 좋겠다
##도 끓이냐?,너 라면도 못 끓이냐?
못 끓일 ~,라면 못 끓일 수도 있지~
부모님가 그게,부모님한테 말투가 그게 뭐야
##해도 되는 걸 어떡.,노력해도 안 되는 걸 어떡하냐고.
[UNK] 얘네들 지들끼리 남자 공유하네,[UNK] 얘네들 지들끼리 소개팅 어플 남자 신상 공유하네
혹시할줄알아 할줄알면 나 좀 해줘라,너 혹시 짬뽕할줄알아? 할줄알면 나 좀 해줘라
"[UNK], 무지","[UNK], [UNK] 무지 싫어하더라"
한국에서 키워줬더니 쳐?,한국에서 키워줬더니 이렇게 뒤통수를 쳐?
차이나 쓸어으면 얼마나 좋겠냐,차이나 머니 쓸어담으면 얼마나 좋겠냐?
왜받는 남자 ㅋㅋ,왜 나 사랑받는 남자야 ㅋㅋ
##하니까 사귀겠지..,그래 뭐 사랑하니까 사귀겠지..
,왜?
죽고,나는 매일 죽고 싶어
시한부도 열심히 너가 되지,시한부도 열심히 사는데 너가 그러면 안 되지
##할 남녀 서로 재산을 솔직하게 까고 하는게 생각해?,결혼할 때 남녀 서로 재산을 솔직하게 까고 하는게 맞다고 생각해?
##은에 열광하는걸 넘어서 목숨을 거는,외국인들은 축구에 열광하는걸 넘어서 목숨을 거는것같아
[UNK] 건 가능인데 먹고나면 현가 와,[UNK] 시키는 건 가능인데 먹고나면 현타가 너무 와
친 거 할 거야?,어깨 친 거 사과 안 할 거야?
,"알았어, 미안해"
엄마가 여친 과일 못 깎는다고 결혼 시키갰,엄마가 여친 과일 못 깎는다고 결혼 못 시키갰대.
살림도 서툴 설거지할 오만상을면서 하더라?,살림도 서툴지만 설거지할 때 오만상을 찌푸리면서 하더라?
그 여친도 진짜 정상 아닌,그 여친도 진짜 정상 아닌 듯..
어떻게 살라고 명이나 죽냐?,어떻게 살라고 맞은 백신에 천 명이나 죽냐?
장애 더 거 못 들었냐?,심각한 장애는 더 많다는 거 못 들었냐?
여자친구를 먹으러 갔?,여자친구랑 스테이크를 먹으러 갔거든?
##쉬가,가니쉬가 뭔데?
그런거 모른다고 정까지 떨어질,그런거 모른다고 정까지 떨어질 일이야?
쓰레기에 담아주세요,쓰레기는 쓰레기 봉투에 담아주세요.
##거지,학교는 왜 다니는거지
여자친구랑를 먹으러?,여자친구랑 스테이크를 먹으러 갔었거든?
그런거 모른다고 정까지 떨어질,그런거 모른다고 정까지 떨어질 일이냐?
,안됐다.
집에는이어도 없냐?,니네 집에는 에어프라이어도 없냐?
##이네,그게 우리집이네~
,내가 알려줄께
##적이니까 나쁘지 않거든,그래도 안정적이니까 나쁘지 않거든
체대부랑하는게 내 로망,체대 농구부랑 연애하는게 내 로망이야
총리 [UNK] 됐네,일본 총리로 [UNK]가 됐네
당신은 처형 니라고 막말해도 돼요,당신은 처형한테 니 언니라고 막말해도 돼요?
##삼아 한 번 해보고?,운동삼아 한 번 해보고 싶은데?
동물보호단체 [UNK]들 뺏어다가 가로세로 1미터도 안되는 우리에 가둬 보관하다가 결국에는 안락사데,동물보호단체 [UNK]에서 강아지들 뺏어다가 가로세로 1미터도 안되는 우리에 가둬 보관하다가 결국에는 안락사했데
자살을 해,피해자가 왜 자살을 해
##소 하고 살지,방청소좀 하고 살지?
##가 청소 할,이따가 제가 청소 할께요
,쟤가 알아서 하겠지
##까 그렇지,볼 때마다 노니까 그렇지
능력과 무관하게 모두가 평등한주의 배급을 받으며 생계 평생 해결된다,능력과 무관하게 모두가 평등한 의식주의 배급을 받으며 생계 문제는 평생 해결된다.
나서 다 죽을했는데 그 외국인 노동자 아니었으면 더 많이 돌아가셨을 거야,불이 나서 사람들 다 죽을 뻔했는데 그 외국인 노동자 아니었으면 더 많이 돌아가셨을 거야
##고 싼 기분 내겠다는데 뭘 그렇게까지 말해,디자인 예쁘고 싼값에 기분 내겠다는데 뭘 그렇게까지 말해
##해서 조만간장도 받겠다.,너도 경솔해서 조만간 고소장도 받겠다.
어떻게 10를시키냐?,어떻게 10살 연하를 임신시키냐?
,당연히 결혼해야지
그곳에서 도유 시스템을것인가요?,그곳에서 도유 시스템을 어떻게 분석한다는것인가요?
##을 훔치는 순간 나타나는의 변화를할수 있습니다,기름을 훔치는 순간 나타나는 신호의 변화를 분석할수 있습니다
그러게. 승부조작도 가담해야하는 거 아니냐,그러게. 승부조작도 가담했던데 제명해야하는 거 아니냐
목소리 또박또박하고 앵앵거리지,목소리 또박또박하고 전혀 앵앵거리지 않는데?
조씨가 다 범죄만 저지르고 사는,조씨가 다 범죄만 저지르고 사는 줄 아냐?
##하다가 센서로 사람 쏴죽이는 건 진짜겠어,특히 게임하다가 센서로 사람 쏴죽이는 건 진짜 못보겠어
그런 거 좋아하니까 대박 거 아냐?,다들 그런 거 좋아하니까 드라마 대박난 거 아냐?
##하고 징그럽다고 사람도,잔인하고 징그럽다고 비판하는 사람도 있어
##할,주차할 자리가 없네
장애인,장애인전용구역이잖아
"아 그러네, 그냥 바퀴자","아 그러네, 그냥 한 바퀴 더 돌아보자"
뭘 그렇게까지 화를 내고 그래. 한번 더 돌 자리날거야,뭘 그렇게까지 화를 내고 그래..차분히 한번 더 돌다보면 자리날거야
이번에 또 나오네 개,이번에 재난 지원금 또 나오네 개이득
임산부 좀 안 없애냐,지하철 임산부석 좀 안 없애냐?
너도 니네 엄마 뱃속에서 좀 하지 그래?,너도 니네 엄마 뱃속에서 태어났는데 이해 좀 하지 그래?
여자가 엄마도 아닌데 뭔?,그 여자가 우리 엄마도 아닌데 뭔 상관?
##야지 또 벌지,열심히 일해야지 또 돈을 벌지
총기 소지 허용,우리나라도 총기 소지 허용되면 좋겠다
,말만 들어도 무섭다
##덩어리잖아,피자는 밀가루덩어리잖아
아 나 안에할,아 나 올해 안에 이직할 거임
##한테 한 번했다고 계속 돌려,지한테 한 번 실수했다고 계속 돌려깜
대학 와보니까 서울 사는 게이 됐,대학 와보니까 서울 사는 게 스펙이 됐어
지방 애들보다는 넉넉 편이지..,그래도 지방 사는 애들보다는 넉넉한 편이지..
그 사람이 한만에 더 잘 수도,그 사람이 한 달만에 더 잘 알 수도 있죠
이 집단을 떠버리는 답이다,내가 빨리 이 집단을 떠버리는 게 답이다
성 그립,[UNK] 성님 그립습니다
도 [UNK] 까...,[UNK]도 [UNK] 엄청 까던데...
ㅋㅋㅋㅋ 우리나라 페미도 다 베가네,ㅋㅋㅋㅋ 우리나라 페미 서적도 중국에서 다 베껴가네
##들 오늘 한국함.,외국인 유학생들 오늘 한국 도착함.
뭐래. 진심 거 아니다 너.,뭐래. 진심 그렇게 말하는 거 아니다 너.
까지 [UNK],[UNK]까지 [UNK] 버렸는데
벼슬이가 거지,벼슬이 아니고 배려가 필요한 거지
페미가 싫은,페미가 왜 싫은거야?
게지는 느낌이야,이해안 가는 게 많아지는 느낌이야
,나도 같이 보여줘
##야동인데냐?,근데 중국야동인데 괜찮냐?
쟤네를 옹호하는게 아니라 [UNK]기 거지,쟤네를 옹호하는게 아니라 [UNK]을 까기 위한 거지
야 삽질하는거 이제 힘들어서,야 나도 혼자 삽질하는거 이제 힘들어서 못하겠다
이번에 여친이 나 차줌 ㅋㅋ 개,이번에 여친이 나 차 사줌 ㅋㅋ 개이득?
그 전에 관 ㅋㅋ,그 전에 내가 관둘게 ㅋㅋ
##해서했고 다신 만나지,함께해서 불행했고 다신 만나지 말자
ㅋㅋㅋ 어머니도 니가대에 똑똑하길 바라지 않으실,ㅋㅋㅋ 어머니도 니가 명문대에 똑똑하길 바라지 않으실까?
자식들이 얼마나 힘들게 하려고 재을...,자식들이 얼마나 더 힘들게 하려고 정권 재창출을...
,정권교체만이 답이다
때 노안이 나중엔 동안 ~,원래 어릴 때 노안이 나중엔 동안이래~
자존감이 낮아서 매사에,자존감이 너무 낮아서 매사에 힘드네
##적이니까 괜찮아,경제적으로 효율적이니까 괜찮아.
##년랑 바뀐 게 없음,진짜 2007년 때랑 바뀐 게 없음
정신이아서 그런가 눈도아,약간 정신이 맑아서 그런가 눈도 맑아
ㄹㅇ인 보면 눈이음,ㄹㅇ 동안인 사람들 보면 눈이 맑음
이 [UNK],[UNK]이 [UNK]한테 졌다
[UNK]들 중국,[UNK] 걔들 중국팀이라던데
##데 진거나 다름없지 않냐,한중전인데 진거나 다름없지 않냐?
나랑 하나 할래?,나랑 폰겜 하나 같이 할래?
,하기 싫은데 어떡해
##한테 민폐 끼치면 되지,남들한테 민폐는 끼치면 안 되지
##으라고 얘기했더니 아직도 안 먹었?,밥 먹으라고 얘기했더니 아직도 안 먹었어?
하이킥에 만지,하이킥에 [UNK]만 나왔지 않나
남자들이 트랜스젠더 혐오 것,남자들이 트랜스젠더 혐오하는 것 같지?
진짜? 못한.,진짜? 전혀 상상 못한 사실이다.
발로 밟아서 고춧가루 만드는거어,중국인이 발로 밟아서 고춧가루 만드는거 봤어?
식약처가 우리나라에 수입 안된,식약처가 우리나라에 수입 안된대
안경 깨져서 실명시키면,그러다 안경 깨져서 실명시키면 어쩌려고 저래
눈치 없다고 까,나 회사에서 눈치 없다고 까였어
아냐 쳐,아냐 평타는 쳐
,강아지 키우고싶다
아이돌 중에 동남아 진짜,아이돌 팬 중에 동남아 진짜 많다.
동남아들은 근데 돈을 별로,동남아 팬들은 근데 돈을 별로 안쓰더라
##넨보다는 까 하던데,걔넨 칭찬보다는 까기만 하던데
##던가 애 낳았다고 줬.,키우던 고양이가 애 낳았다고 줬어.
조막만 한 게 얼마나지 니가.,조막만 한 게 얼마나 귀여운지 니가 봐야 해.
,[UNK]도 불쌍하다
아 오늘 늦었는데에서 어떤 할배적거려서 지각함,아 오늘 늦었는데 신호등에서 어떤 할배가 느리적거려서 지각함
[UNK] 은 자질 [UNK] 가 영부인은...,[UNK]은 대통령 자질 되는데 [UNK]가 영부인은 좀...
맞아 되더라도 논란 다하고 그 앉길,맞아. 되더라도 논란 다 해명하고 그 자리 앉길
##도 돈 관련이 아니라 성라서 그래,논란도 돈 관련이 아니라 성 관련이라서 좀 그래
4년을 속아놓고 아직도 못나,4년을 속아놓고 아직도 정신을 못 차리나?
나도 솔직히 난민 오는 거 찬성하는 건 아니지만 도와줬던 사람들 건데 너무 야하네....,나도 솔직히 난민 오는 거 찬성하는 건 아니지만 우리나라 도와줬던 사람들 오는 건데 너무 야박하네....
짐승 오히려 남에게 덤탱이지,짐승은 오히려 남에게 덤탱이 씌우지 않지
버스 안에서 먹는 인간을어,오늘 버스 안에서 햄버거 먹는 인간을 봤어
왜 얼굴 큰거 대통령이랑 무슨,왜 얼굴 큰거랑 대통령이랑 무슨 상관이야
